Node,Group,Layer,Metric,Value
72,Control,FA,Degree_mean,74.84905660377359
72,Control,GM,Degree_mean,74.35849056603773
72,Control,rsfMRI,Degree_mean,74.15094339622641
72,EM,FA,Degree_mean,73.71153846153847
72,EM,GM,Degree_mean,74.21153846153847
72,EM,rsfMRI,Degree_mean,74.42307692307692
73,Control,FA,Degree_mean,73.94339622641509
73,Control,GM,Degree_mean,74.43396226415095
73,Control,rsfMRI,Degree_mean,74.50943396226415
73,EM,FA,Degree_mean,72.63461538461539
73,EM,GM,Degree_mean,74.13461538461539
73,EM,rsfMRI,Degree_mean,74.0576923076923
74,Control,FA,Degree_mean,61.905660377358494
74,Control,GM,Degree_mean,74.22641509433963
74,Control,rsfMRI,Degree_mean,74.32075471698113
74,EM,FA,Degree_mean,60.90384615384615
74,EM,GM,Degree_mean,74.34615384615384
74,EM,rsfMRI,Degree_mean,74.25
75,Control,FA,Degree_mean,72.9245283018868
75,Control,GM,Degree_mean,74.15094339622641
75,Control,rsfMRI,Degree_mean,74.47169811320755
75,EM,FA,Degree_mean,71.67307692307692
75,EM,GM,Degree_mean,74.42307692307692
75,EM,rsfMRI,Degree_mean,74.09615384615384
0,Control,FA,Degree_std,0.2332953179343767
0,Control,GM,Degree_std,1.6667150452581825
0,Control,rsfMRI,Degree_std,1.8766381329782373
0,EM,FA,Degree_std,4.142812562451001
0,EM,GM,Degree_std,2.40129427142508
0,EM,rsfMRI,Degree_std,2.1388456310552573
1,Control,FA,Degree_std,0.1923802475610994
1,Control,GM,Degree_std,3.56486645741692
1,Control,rsfMRI,Degree_std,1.1868290251667388
1,EM,FA,Degree_std,4.710751157786647
1,EM,GM,Degree_std,0.817189016315153
1,EM,rsfMRI,Degree_std,2.492447112648818
2,Control,FA,Degree_std,0.4049763024119334
2,Control,GM,Degree_std,0.8458899179358979
2,Control,rsfMRI,Degree_std,1.8151115388326633
2,EM,FA,Degree_std,3.8900325115834793
2,EM,GM,Degree_std,2.8350850764392526
2,EM,rsfMRI,Degree_std,1.0186792383515875
3,Control,FA,Degree_std,0.5514198587896836
3,Control,GM,Degree_std,3.2216160338215216
3,Control,rsfMRI,Degree_std,1.9815916254621175
3,EM,FA,Degree_std,1.3756939836502833
3,EM,GM,Degree_std,1.7092596723292188
3,EM,rsfMRI,Degree_std,1.4049846619990165
4,Control,FA,Degree_std,0.3198784239297655
4,Control,GM,Degree_std,1.5449247401832196
4,Control,rsfMRI,Degree_std,1.0018125807877798
4,EM,FA,Degree_std,3.0827574775123603
4,EM,GM,Degree_std,2.224232373897121
4,EM,rsfMRI,Degree_std,1.8186025497028855
5,Control,FA,Degree_std,0.4499637140667891
5,Control,GM,Degree_std,1.8581792670997195
5,Control,rsfMRI,Degree_std,1.6476662477154371
5,EM,FA,Degree_std,4.95998315328234
5,EM,GM,Degree_std,1.9987741341171312
5,EM,rsfMRI,Degree_std,1.7502423878679167
6,Control,FA,Degree_std,0.31987842392976457
6,Control,GM,Degree_std,1.7143634649587844
6,Control,rsfMRI,Degree_std,1.5638328857745318
6,EM,FA,Degree_std,3.9573041847015493
6,EM,GM,Degree_std,1.3502415849981164
6,EM,rsfMRI,Degree_std,1.359287365416082
7,Control,FA,Degree_std,0.23329531793438002
7,Control,GM,Degree_std,2.5135337593438836
7,Control,rsfMRI,Degree_std,0.9652902133224716
7,EM,FA,Degree_std,4.90586345399675
7,EM,GM,Degree_std,1.4347287044961774
7,EM,rsfMRI,Degree_std,2.739782884903519
8,Control,FA,Degree_std,0.23329531793437897
8,Control,GM,Degree_std,2.179366227896894
8,Control,rsfMRI,Degree_std,1.7113978024750425
8,EM,FA,Degree_std,4.355394013585297
8,EM,GM,Degree_std,1.1617002674150567
8,EM,rsfMRI,Degree_std,1.5280188575273774
9,Control,FA,Degree_std,0.39407807939039696
9,Control,GM,Degree_std,2.465141593686472
9,Control,rsfMRI,Degree_std,1.481869137046986
9,EM,FA,Degree_std,4.4966889108973955
9,EM,GM,Degree_std,0.9771136736438193
9,EM,rsfMRI,Degree_std,1.8612302326375008
10,Control,FA,Degree_std,0.5454655406377429
10,Control,GM,Degree_std,1.4106170097978097
10,Control,rsfMRI,Degree_std,1.8087033580566945
